model_id,task_id,item_id,shot,gpt_total,kimi_total,dual_total,primary_configuration,gpt_family_value,gpt_context_fit,gpt_coherence,gpt_clarity,kimi_family_value,kimi_context_fit,kimi_coherence,kimi_clarity,gpt_plot_logic,gpt_characterization,gpt_emotion,kimi_plot_logic,kimi_characterization,kimi_emotion,gpt_content_fidelity,gpt_style_fit,gpt_value_expression,kimi_content_fidelity,kimi_style_fit,kimi_value_expression
QwQ-32B,rewriting,REW-023,0,83.9,51.5,67.7,True,,,,85,,,,65.0,,,,,,,84,83,86,55.0,45.0,50.0
glm-4-9b-chat,continuation,CON-002,0,74.65,59.25,66.95,True,78,90,65,75,55.0,75.0,50.0,70.0,,,,,,,,,,,,
Doubao,rewriting,REW-056,0,83.8,79.6,81.69999999999999,True,,,,85,,,,78.0,,,,,,,90,80,88,75.0,82.0,80.0
Baichuan2-7B-Chat,continuation,CON-096,0,29.75,39.0,34.375,True,35,40,35,5,45.0,55.0,35.0,25.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-002,0,76.4,60.5,68.45,True,,,,82,,,,70.0,,,,,,,82,72,76,65.0,55.0,60.0
Qwen3-8B-Thinking,story_generation,GEN-017,0,72.25,66.8,69.525,False,75,,,,72.0,,,,65,70,80,58.0,65.0,70.0,,,,,,
chatglm3-6b,story_generation,GEN-001,0,36.0,41.0,38.5,True,35,,,,45.0,,,,35,40,35,40.0,35.0,40.0,,,,,,
QwQ-32B,story_generation,GEN-006,0,85.9,85.95,85.92500000000001,True,88,,,,88.0,,,,82,85,88,85.0,86.0,82.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-001,0,38.25,62.0,50.125,False,45,65,40,5,65.0,70.0,60.0,55.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-013,0,80.25,55.25,67.75,True,85,,,,55.0,,,,80,75,75,60.0,50.0,55.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-097,0,82.2,74.8,78.5,True,,,,85,,,,85.0,,,,,,,88,78,86,75.0,72.0,68.0
Qwen3-8B-Thinking,continuation,CON-057,0,30.1,35.5,32.8,False,20,55,35,18,35.0,55.0,25.0,40.0,,,,,,,,,,,,
chatglm3-6b,story_generation,GEN-040,0,64.9,48.0,56.45,True,72,,,,55.0,,,,60,62,58,45.0,40.0,45.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-090,0,73.0,71.25,72.125,True,80,85,75,50,65.0,75.0,70.0,80.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-061,0,51.0,72.1,61.55,True,55,,,,75.0,,,,40,50,60,70.0,72.0,68.0,,,,,,
QwQ-32B,story_generation,GEN-013,0,89.1,84.7,86.9,True,90,,,,88.0,,,,88,88,90,82.0,85.0,80.0,,,,,,
Doubao,story_generation,GEN-070,0,87.2,82.2,84.7,True,90,,,,85.0,,,,86,84,86,82.0,80.0,78.0,,,,,,
Qwen3-8B-Thinking,rewriting,REW-022,0,83.2,72.0,77.6,False,,,,88,,,,75.0,,,,,,,86,80,84,75.0,70.0,70.0
Doubao,story_generation,GEN-062,0,88.5,85.95,87.225,True,90,,,,88.0,,,,88,88,86,85.0,86.0,82.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-022,0,61.3,49.5,55.4,True,70,,,,55.0,,,,58,55,52,50.0,45.0,40.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-042,0,75.6,71.75,73.675,True,82,84,84,45,75.0,85.0,70.0,60.0,,,,,,,,,,,,
Baichuan2-7B-Chat,rewriting,REW-003,0,77.6,50.5,64.05,True,,,,82,,,,60.0,,,,,,,86,72,80,55.0,45.0,50.0
Qwen3-8B-Thinking,continuation,CON-096,0,40.25,66.75,53.5,False,55,45,40,15,75.0,70.0,65.0,55.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-089,0,72.1,53.75,62.925,True,78,,,,55.0,,,,70,72,60,60.0,50.0,45.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-019,0,85.5,67.8,76.65,True,88,,,,72.0,,,,86,84,80,68.0,65.0,60.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-010,0,85.2,61.6,73.4,True,,,,90,,,,75.0,,,,,,,92,80,88,68.0,52.0,70.0
deepseek-llm-7b-chat,story_generation,GEN-020,0,58.0,54.85,56.425,True,60,,,,58.0,,,,55,60,55,55.0,52.0,50.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-078,0,62.75,54.75,58.75,True,60,,,,55.0,,,,50,75,75,50.0,60.0,55.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-044,0,61.7,51.25,56.475,True,62,82,48,70,45.0,55.0,50.0,60.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-074,0,44.0,49.5,46.75,True,40,,,,55.0,,,,45,50,45,50.0,45.0,40.0,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-048,0,60.35,51.0,55.675,True,65,,,,55.0,,,,55,58,60,50.0,45.0,50.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-083,0,67.2,50.0,58.6,True,75,,,,55.0,,,,62,65,58,45.0,50.0,45.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-057,0,69.2,72.75,70.975,True,85,82,84,10,75.0,70.0,65.0,85.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-020,0,42.5,40.5,41.5,True,,,,50,,,,45.0,,,,,,,55,35,40,55.0,35.0,30.0
Qwen3-8B-Thinking,story_generation,GEN-051,0,79.3,75.6,77.44999999999999,False,82,,,,78.0,,,,76,76,82,72.0,75.0,76.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-075,0,39.25,39.5,39.375,True,30,,,,45.0,,,,45,50,40,40.0,35.0,30.0,,,,,,
glm-4-9b-chat,continuation,CON-031,0,48.9,64.0,56.45,True,52,50,48,45,65.0,75.0,55.0,70.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-028,0,49.7,38.25,43.975,True,58,70,48,25,45.0,50.0,35.0,25.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-061,0,45.75,41.0,43.375,True,40,,,,45.0,,,,45,55,50,40.0,35.0,40.0,,,,,,
chatglm3-6b,continuation,CON-014,0,28.75,39.0,33.875,True,35,45,30,5,45.0,55.0,35.0,25.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-007,0,54.35,51.0,52.675,True,62,65,60,25,55.0,60.0,50.0,40.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-036,0,42.5,51.5,47.0,True,50,60,50,5,55.0,75.0,45.0,40.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-085,0,57.1,70.0,63.55,True,68,78,60,20,75.0,80.0,70.0,55.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-082,0,24.0,45.5,34.75,False,25,45,25,5,55.0,35.0,45.0,40.0,,,,,,,,,,,,
Doubao,rewriting,REW-020,0,81.2,70.5,75.85,True,,,,84,,,,80.0,,,,,,,84,78,86,75.0,65.0,70.0
glm-4-9b-chat,story_generation,GEN-010,0,79.0,46.5,62.75,True,85,,,,55.0,,,,78,75,70,45.0,40.0,35.0,,,,,,
Qwen3-8B-NonThinking,continuation,CON-057,0,43.35,54.25,48.8,True,50,60,45,18,55.0,75.0,50.0,45.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-046,0,69.9,60.7,65.30000000000001,True,74,,,,65.0,,,,68,70,62,60.0,55.0,58.0,,,,,,
chatglm3-6b,continuation,CON-096,0,31.9,45.0,38.45,True,48,40,30,5,55.0,75.0,35.0,25.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-076,0,68.5,63.0,65.75,True,,,,80,,,,70.0,,,,,,,84,55,82,75.0,55.0,65.0
chatglm3-6b,continuation,CON-050,0,34.25,53.5,43.875,True,40,60,35,5,55.0,75.0,45.0,50.0,,,,,,,,,,,,
chatglm3-6b,story_generation,GEN-005,0,76.4,49.5,62.95,True,80,,,,55.0,,,,75,72,75,50.0,45.0,40.0,,,,,,
glm-4-9b-chat,rewriting,REW-027,0,74.0,62.5,68.25,True,,,,82,,,,70.0,,,,,,,76,70,74,75.0,55.0,60.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-052,0,32.55,40.0,36.275,True,30,,,,45.0,,,,35,35,32,35.0,40.0,35.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-055,0,59.5,39.5,49.5,True,70,,,,45.0,,,,60,45,50,40.0,35.0,30.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-051,0,19.25,70.0,44.625,False,20,35,20,5,75.0,80.0,70.0,55.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-057,0,83.25,85.0,84.125,True,85,,,,85.0,,,,82,80,85,82.0,88.0,86.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-075,0,47.75,51.0,49.375,True,50,,,,55.0,,,,45,45,50,50.0,45.0,50.0,,,,,,
Baichuan2-7B-Chat,continuation,CON-046,0,54.45,48.0,51.225,True,65,78,55,20,55.0,65.0,45.0,30.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-071,0,79.0,61.9,70.45,True,,,,84,,,,72.0,,,,,,,82,76,78,65.0,58.0,55.0
Qwen3-8B-NonThinking,rewriting,REW-050,0,77.8,68.5,73.15,True,,,,86,,,,70.0,,,,,,,84,72,78,75.0,65.0,70.0
Qwen3-8B-NonThinking,story_generation,GEN-027,0,63.5,71.3,67.4,True,50,,,,72.0,,,,72,72,74,68.0,75.0,70.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-065,0,65.6,53.5,59.55,True,,,,60,,,,60.0,,,,,,,62,68,72,45.0,55.0,50.0
internlm2_5-7b-chat,rewriting,REW-023,0,65.3,49.5,57.4,True,,,,76,,,,60.0,,,,,,,78,55,70,55.0,45.0,40.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-078,0,84.8,60.5,72.65,True,,,,86,,,,70.0,,,,,,,86,84,84,65.0,55.0,60.0
glm-4-9b-chat,continuation,CON-068,0,68.0,64.25,66.125,True,68,84,60,70,65.0,70.0,55.0,75.0,,,,,,,,,,,,
Qwen3-8B-Thinking,rewriting,REW-030,0,78.6,70.5,74.55,False,,,,84,,,,80.0,,,,,,,78,76,82,55.0,75.0,60.0
deepseek-llm-7b-chat,continuation,CON-061,0,33.45,40.0,36.725,True,30,78,25,20,45.0,50.0,40.0,25.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-017,0,68.6,50.5,59.55,True,,,,75,,,,60.0,,,,,,,80,60,76,55.0,45.0,50.0
glm-4-9b-chat,rewriting,REW-025,0,49.5,64.5,57.0,True,,,,62,,,,75.0,,,,,,,48,45,50,55.0,65.0,60.0
QwQ-32B,story_generation,GEN-044,0,91.8,89.55,90.675,True,92,,,,92.0,,,,90,92,94,88.0,90.0,85.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-058,0,52.0,39.5,45.75,True,60,,,,45.0,,,,45,50,45,40.0,35.0,30.0,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-041,0,31.0,29.5,30.25,True,,,,35,,,,30.0,,,,,,,20,35,25,35.0,25.0,40.0
QwQ-32B,continuation,CON-015,0,84.7,85.85,85.275,True,86,84,82,88,88.0,85.0,82.0,90.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-068,0,84.8,72.0,78.4,True,,,,85,,,,75.0,,,,,,,90,82,88,75.0,70.0,70.0
Mistral-7B-Instruct-v0.3,rewriting,REW-014,0,55.2,54.3,54.75,True,,,,58,,,,58.0,,,,,,,58,55,45,52.0,55.0,48.0
internlm2_5-7b-chat,story_generation,GEN-009,0,54.1,51.0,52.55,True,45,,,,55.0,,,,60,62,58,50.0,45.0,50.0,,,,,,
Doubao,continuation,CON-049,0,83.15,91.3,87.225,True,86,65,84,91,92.0,88.0,90.0,95.0,,,,,,,,,,,,
Doubao,continuation,CON-065,0,90.15,92.65,91.4,True,90,88,89,94,92.0,90.0,93.0,95.0,,,,,,,,,,,,
Doubao,rewriting,REW-086,0,87.8,80.8,84.3,True,,,,90,,,,85.0,,,,,,,90,86,88,75.0,82.0,78.0
Doubao,story_generation,GEN-048,0,87.7,89.85,88.775,True,90,,,,92.0,,,,86,85,88,88.0,90.0,87.0,,,,,,
QwQ-32B,story_generation,GEN-028,0,59.05,70.3,64.675,True,45,,,,72.0,,,,55,75,82,65.0,70.0,75.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-017,0,79.4,62.8,71.1,True,,,,78,,,,75.0,,,,,,,78,80,82,55.0,62.0,58.0
Qwen3-8B-NonThinking,rewriting,REW-074,0,69.2,72.5,70.85,True,,,,80,,,,75.0,,,,,,,82,58,78,85.0,65.0,80.0
deepseek-llm-7b-chat,story_generation,GEN-016,0,84.5,69.5,77.0,True,88,,,,75.0,,,,84,80,82,70.0,65.0,60.0,,,,,,
chatglm3-6b,continuation,CON-067,0,16.75,43.25,30.0,True,20,30,15,5,55.0,45.0,40.0,30.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-090,0,85.15,74.55,79.85,True,88,,,,78.0,,,,85,82,82,75.0,72.0,68.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-080,0,50.5,53.25,51.875,True,65,60,60,5,55.0,75.0,50.0,40.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-037,0,40.25,58.25,49.25,True,45,55,50,5,65.0,70.0,55.0,45.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-037,0,80.7,81.9,81.30000000000001,True,82,,,,85.0,,,,76,80,86,78.0,82.0,80.0,,,,,,
internlm2_5-7b-chat,continuation,CON-042,0,40.75,70.75,55.75,True,45,80,35,15,75.0,85.0,70.0,55.0,,,,,,,,,,,,
glm-4-9b-chat,continuation,CON-095,0,63.55,59.5,61.525,True,60,82,55,70,55.0,70.0,50.0,75.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-091,0,88.4,82.7,85.55000000000001,True,,,,88,,,,88.0,,,,,,,90,88,88,72.0,85.0,82.0
Mistral-7B-Instruct-v0.3,rewriting,REW-042,0,38.5,23.5,31.0,True,,,,35,,,,30.0,,,,,,,15,50,35,15.0,25.0,20.0
glm-4-9b-chat,story_generation,GEN-020,0,66.6,49.5,58.05,True,70,,,,55.0,,,,64,68,60,50.0,45.0,40.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-055,0,60.3,60.5,60.4,True,,,,75,,,,70.0,,,,,,,75,45,78,65.0,55.0,60.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-077,0,63.75,61.9,62.825,True,70,,,,65.0,,,,60,55,65,58.0,62.0,60.0,,,,,,
QwQ-32B,rewriting,REW-089,0,90.0,82.7,86.35,True,,,,90,,,,88.0,,,,,,,90,90,90,72.0,85.0,82.0
Doubao,rewriting,REW-089,0,89.4,84.5,86.95,True,,,,90,,,,88.0,,,,,,,92,88,90,82.0,85.0,80.0
deepseek-llm-7b-chat,story_generation,GEN-063,0,47.25,49.5,48.375,True,40,,,,55.0,,,,45,55,60,50.0,45.0,40.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-083,0,76.2,49.5,62.85,True,,,,82,,,,60.0,,,,,,,82,70,84,55.0,45.0,40.0
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-067,0,88.3,74.7,81.5,True,90,,,,78.0,,,,86,88,88,72.0,75.0,70.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-008,0,58.3,75.95,67.125,True,70,82,60,20,78.0,82.0,75.0,70.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-048,0,64.05,57.75,60.9,False,75,78,75,18,65.0,55.0,60.0,45.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-033,0,87.2,72.7,79.95,True,,,,90,,,,78.0,,,,,,,88,86,86,62.0,75.0,72.0
internlm2_5-7b-chat,continuation,CON-062,0,30.5,54.25,42.375,True,35,45,35,5,55.0,75.0,50.0,45.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-063,0,74.5,49.5,62.0,True,82,,,,55.0,,,,64,76,70,50.0,45.0,40.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-054,0,78.8,59.3,69.05,True,82,,,,62.0,,,,78,80,70,58.0,55.0,60.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-094,0,83.7,71.9,77.80000000000001,True,86,,,,75.0,,,,84,80,82,68.0,72.0,70.0,,,,,,
Doubao,rewriting,REW-095,0,78.2,62.5,70.35,True,,,,86,,,,70.0,,,,,,,88,70,84,75.0,55.0,60.0
Qwen2.5-7B-Instruct,rewriting,REW-046,0,75.6,63.0,69.3,True,,,,82,,,,70.0,,,,,,,86,68,80,75.0,55.0,65.0
Qwen2.5-7B-Instruct,rewriting,REW-083,0,77.1,52.5,64.8,True,,,,80,,,,70.0,,,,,,,78,75,80,55.0,45.0,50.0
glm-4-9b-chat,story_generation,GEN-005,0,76.5,53.75,65.125,True,82,,,,55.0,,,,78,70,68,60.0,50.0,45.0,,,,,,
chatglm3-6b,rewriting,REW-074,0,71.8,49.9,60.849999999999994,True,,,,74,,,,52.0,,,,,,,76,70,68,55.0,48.0,45.0
Qwen2.5-7B-Instruct,rewriting,REW-058,0,71.6,63.0,67.3,True,,,,82,,,,70.0,,,,,,,84,62,74,75.0,55.0,65.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-016,0,67.35,59.25,63.3,True,75,84,75,30,55.0,75.0,50.0,70.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-040,0,67.6,83.3,75.44999999999999,False,82,78,78,20,85.0,80.0,88.0,75.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-091,0,59.5,50.5,55.0,True,,,,75,,,,60.0,,,,,,,75,45,70,55.0,45.0,50.0
Doubao,story_generation,GEN-080,0,88.9,88.85,88.875,True,90,,,,92.0,,,,88,87,90,88.0,85.0,87.0,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-004,0,70.6,49.0,59.8,True,,,,72,,,,50.0,,,,,,,82,64,78,55.0,45.0,55.0
QwQ-32B,story_generation,GEN-096,0,90.4,89.55,89.975,True,92,,,,92.0,,,,90,88,90,88.0,90.0,85.0,,,,,,
Qwen3-8B-NonThinking,continuation,CON-042,0,37.5,53.5,45.5,True,45,60,40,5,55.0,70.0,50.0,45.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-001,0,74.9,69.3,72.1,True,82,,,,72.0,,,,70,72,68,68.0,65.0,70.0,,,,,,
chatglm3-6b,continuation,CON-080,0,54.2,53.25,53.725,True,45,80,42,70,45.0,55.0,50.0,70.0,,,,,,,,,,,,
chatglm3-6b,story_generation,GEN-009,0,26.25,40.0,33.125,True,15,,,,45.0,,,,35,35,30,35.0,40.0,35.0,,,,,,
internlm2_5-7b-chat,continuation,CON-027,0,59.2,48.75,53.975,True,75,70,72,5,55.0,45.0,50.0,40.0,,,,,,,,,,,,
Doubao,continuation,CON-057,0,89.7,89.05,89.375,True,90,88,90,90,88.0,85.0,90.0,92.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-019,0,87.25,83.5,85.375,True,88,85,86,90,85.0,78.0,82.0,88.0,,,,,,,,,,,,
Doubao,continuation,CON-009,0,86.85,89.05,87.94999999999999,True,88,85,86,88,88.0,85.0,90.0,92.0,,,,,,,,,,,,
deepseek-llm-7b-chat,rewriting,REW-006,0,58.8,42.5,50.65,True,,,,72,,,,50.0,,,,,,,72,45,75,55.0,35.0,40.0
Mistral-7B-Instruct-v0.3,continuation,CON-026,0,20.75,40.0,30.375,True,20,40,25,0,45.0,55.0,35.0,30.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-009,0,52.15,58.7,55.425,True,40,,,,55.0,,,,62,62,55,60.0,65.0,58.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-073,0,84.0,78.7,81.35,True,,,,84,,,,82.0,,,,,,,88,82,86,85.0,75.0,78.0
Baichuan2-7B-Chat,rewriting,REW-041,0,53.8,50.5,52.15,True,,,,55,,,,60.0,,,,,,,60,50,58,55.0,45.0,50.0
deepseek-llm-7b-chat,continuation,CON-035,0,43.75,51.0,47.375,True,45,70,45,20,55.0,60.0,50.0,40.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-040,0,48.5,46.7,47.6,True,,,,55,,,,48.0,,,,,,,50,45,50,52.0,45.0,42.0
glm-4-9b-chat,continuation,CON-065,0,54.5,57.75,56.125,True,55,65,55,45,55.0,65.0,50.0,70.0,,,,,,,,,,,,
Qwen3-8B-Thinking,rewriting,REW-021,0,85.8,81.7,83.75,False,,,,88,,,,80.0,,,,,,,84,86,84,75.0,85.0,82.0
Qwen3-8B-NonThinking,continuation,CON-046,0,36.7,32.0,34.35,True,35,78,30,20,35.0,45.0,25.0,30.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-055,0,76.2,49.5,62.85,True,80,,,,55.0,,,,74,76,70,50.0,45.0,40.0,,,,,,
QwQ-32B,rewriting,REW-065,0,90.2,75.1,82.65,True,,,,90,,,,82.0,,,,,,,92,90,88,72.0,75.0,68.0
Qwen2.5-7B-Instruct,continuation,CON-017,0,64.25,65.75,65.0,True,62,72,55,78,65.0,75.0,60.0,70.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-092,0,48.1,48.75,48.425,True,55,64,56,12,55.0,70.0,45.0,30.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-012,0,55.3,29.5,42.4,True,62,,,,35.0,,,,55,50,45,30.0,25.0,20.0,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-049,0,85.8,83.25,84.525,False,86,,,,88.0,,,,84,86,88,75.0,85.0,82.0,,,,,,
Doubao,story_generation,GEN-040,0,87.45,89.55,88.5,True,90,,,,92.0,,,,86,86,85,88.0,90.0,85.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-065,0,87.4,73.5,80.45,True,,,,88,,,,80.0,,,,,,,90,86,88,65.0,75.0,70.0
QwQ-32B,continuation,CON-036,0,75.1,83.65,79.375,True,72,76,70,88,82.0,78.0,85.0,88.0,,,,,,,,,,,,
Doubao,rewriting,REW-059,0,78.1,71.5,74.8,True,,,,82,,,,75.0,,,,,,,82,75,78,75.0,70.0,65.0
internlm2_5-7b-chat,continuation,CON-017,0,50.5,34.25,42.375,True,65,60,60,5,45.0,35.0,30.0,25.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-018,0,51.6,37.75,44.675,True,58,78,50,25,35.0,55.0,40.0,25.0,,,,,,,,,,,,
Doubao,continuation,CON-046,0,92.4,86.6,89.5,True,93,90,92,94,85.0,82.0,88.0,90.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-002,0,66.1,77.15,71.625,True,65,65,55,88,82.0,58.0,75.0,88.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-006,0,59.9,51.5,55.7,True,,,,72,,,,65.0,,,,,,,65,50,75,55.0,45.0,50.0
Qwen3-8B-NonThinking,story_generation,GEN-019,0,69.75,55.5,62.625,True,75,,,,55.0,,,,68,65,65,60.0,55.0,50.0,,,,,,
Doubao,rewriting,REW-051,0,80.0,82.7,81.35,True,,,,84,,,,88.0,,,,,,,82,78,78,72.0,85.0,82.0
Qwen3-8B-NonThinking,continuation,CON-077,0,53.6,57.25,55.425,True,68,70,62,5,55.0,75.0,50.0,60.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-018,0,66.9,61.5,64.2,True,,,,75,,,,75.0,,,,,,,82,55,80,85.0,45.0,70.0
glm-4-9b-chat,continuation,CON-060,0,56.55,59.5,58.025,True,45,85,42,78,55.0,70.0,50.0,75.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-026,0,65.4,51.0,58.2,True,,,,72,,,,60.0,,,,,,,70,60,70,55.0,45.0,55.0
chatglm3-6b,story_generation,GEN-100,0,72.2,39.5,55.85,True,75,,,,45.0,,,,72,70,68,40.0,35.0,30.0,,,,,,
chatglm3-6b,continuation,CON-070,0,46.5,39.0,42.75,True,55,75,45,15,45.0,55.0,35.0,25.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-064,0,38.75,48.25,43.5,True,45,60,35,20,55.0,60.0,45.0,35.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-049,0,74.4,53.5,63.95,True,,,,78,,,,60.0,,,,,,,80,70,78,45.0,55.0,50.0
Doubao,continuation,CON-086,0,92.65,89.05,90.85,True,92,90,93,95,88.0,85.0,90.0,92.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-010,0,89.1,81.9,85.5,True,90,,,,85.0,,,,88,88,90,78.0,82.0,80.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-015,0,67.3,67.05,67.175,True,66,76,70,58,72.0,78.0,65.0,55.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-092,0,55.75,51.75,53.75,True,45,,,,55.0,,,,50,70,75,50.0,45.0,55.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-079,0,25.75,47.25,36.5,False,25,45,30,5,55.0,60.0,45.0,30.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-077,0,24.0,48.0,36.0,True,30,35,25,5,55.0,65.0,45.0,30.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-014,0,64.0,84.8,74.4,False,76,80,72,20,85.0,90.0,88.0,75.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-008,0,75.65,54.85,65.25,True,80,,,,58.0,,,,75,72,70,55.0,52.0,50.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-084,0,44.75,60.0,52.375,False,55,65,50,5,65.0,70.0,60.0,45.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-085,0,45.0,49.25,47.125,True,45,,,,55.0,,,,42,45,50,45.0,50.0,40.0,,,,,,
Qwen3-8B-NonThinking,continuation,CON-023,0,32.0,57.25,44.625,True,40,45,35,5,65.0,70.0,55.0,40.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-095,0,76.2,50.5,63.35,True,,,,82,,,,60.0,,,,,,,80,72,78,55.0,45.0,50.0
Qwen3-8B-Thinking,story_generation,GEN-018,0,76.45,82.5,79.475,False,80,,,,88.0,,,,75,70,78,72.0,85.0,82.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-002,0,81.7,64.85,73.275,True,84,,,,68.0,,,,80,82,78,65.0,62.0,60.0,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-031,0,43.75,59.5,51.625,False,50,,,,65.0,,,,35,45,40,60.0,55.0,50.0,,,,,,
glm-4-9b-chat,story_generation,GEN-027,0,50.75,51.3,51.025,True,55,,,,52.0,,,,45,50,50,48.0,55.0,50.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-047,0,59.6,50.5,55.05,True,,,,68,,,,60.0,,,,,,,80,45,75,55.0,45.0,50.0
Mistral-7B-Instruct-v0.3,continuation,CON-080,0,39.5,40.0,39.75,True,45,55,45,10,45.0,55.0,35.0,30.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-084,0,93.9,84.85,89.375,True,95,,,,88.0,,,,94,93,92,85.0,82.0,80.0,,,,,,
